endate,agcode1,line,branch,idate,edate,pcategory,ptype,vuse,brand,body,model,color,transmission,fuel,prem
10/6/20,ID00104,MC,IMECA,10/13/20,10/13/21,Comprehensive,Premium,Commercial,Isuzu,SUV,2012,White,Manual,Diesel,957.88
10/26/21,ID00104,MC,IMECA,11/2/21,11/2/22,Comprehensive,Premium,Commercial,Isuzu,SUV,2012,White,Manual,Diesel,957.88
7/29/16,ID00105,MC,IMECA,8/5/16,8/5/17,CTPL,Premium,Commercial,Honda,Sedan,2015,Blue,Automatic,Gasoline,447.01
8/15/17,ID00105,MC,IMECA,8/22/17,8/22/18,CTPL,Premium,Commercial,Honda,Sedan,2015,Blue,Automatic,Gasoline,447.01
9/1/18,ID00105,MC,IMECA,9/8/18,9/8/19,CTPL,Premium,Commercial,Honda,Sedan,2015,Blue,Automatic,Gasoline,447.01
9/18/19,ID00105,MC,IMECA,9/25/19,9/25/20,CTPL,Premium,Commercial,Honda,Sedan,2015,Blue,Automatic,Gasoline,447.01
10/4/20,ID00105,MC,IMECA,10/11/20,10/11/21,CTPL,Premium,Commercial,Honda,Sedan,2015,Blue,Automatic,Gasoline,447.01
10/21/21,ID00105,MC,IMECA,10/28/21,10/28/22,CTPL,Premium,Commercial,Honda,Sedan,2015,Blue,Automatic,Gasoline,447.01
5/12/18,ID00106,MC,IMECA,5/19/18,5/19/19,CTPL,Basic,Commercial,Kia,SUV,2016,Red,Automatic,Diesel,957.88
5/28/19,ID00106,MC,IMECA,6/4/19,6/4/20,CTPL,Basic,Commercial,Kia,SUV,2016,Red,Automatic,Diesel,957.88
6/12/20,ID00106,MC,IMECA,6/19/20,6/19/21,CTPL,Basic,Commercial,Kia,SUV,2016,Red,Automatic,Diesel,957.88
6/28/21,ID00106,MC,IMECA,7/5/21,7/5/22,CTPL,Basic,Commercial,Kia,SUV,2016,Red,Automatic,Diesel,957.88
5/22/17,ID00107,MC,BGRN,5/29/17,5/29/18,CTPL,Premium,Private,Toyota,MPV,2017,Black,Manual,Gasoline,199.55
6/9/18,ID00107,MC,BGRN,6/16/18,6/16/19,CTPL,Premium,Private,Toyota,MPV,2017,Black,Manual,Gasoline,199.55
6/27/19,ID00107,MC,BGRN,7/4/19,7/3/20,CTPL,Premium,Private,Toyota,MPV,2017,Black,Manual,Gasoline,199.55
7/14/20,ID00107,MC,BGRN,7/21/20,7/21/21,CTPL,Premium,Private,Toyota,MPV,2017,Black,Manual,Gasoline,199.55
8/1/21,ID00107,MC,BGRN,8/8/21,8/8/22,CTPL,Premium,Private,Toyota,MPV,2017,Black,Manual,Gasoline,199.55
7/19/17,ID00108,MC,BCDO,7/26/17,7/26/18,CTPL,Premium,Commercial,Suzuki,MPV,2016,White,Automatic,Gasoline,199.55
8/13/18,ID00108,MC,BCDO,8/20/18,8/20/19,CTPL,Premium,Commercial,Suzuki,MPV,2016,White,Automatic,Gasoline,199.55
9/7/19,ID00108,MC,BCDO,9/14/19,9/14/20,CTPL,Premium,Commercial,Suzuki,MPV,2016,White,Automatic,Gasoline,199.55
10/1/20,ID00108,MC,BCDO,10/8/20,10/8/21,CTPL,Premium,Commercial,Suzuki,MPV,2016,White,Automatic,Gasoline,199.55
10/26/21,ID00108,MC,BCDO,11/2/21,11/2/22,CTPL,Premium,Commercial,Suzuki,MPV,2016,White,Automatic,Gasoline,199.55
2/10/18,ID00109,MC,BCDO,2/17/18,2/17/19,Comprehensive,Basic,Commercial,Chevrolet,Sedan,2017,Red,Manual,Gasoline,447.01
2/24/19,ID00109,MC,BCDO,3/3/19,3/3/20,Comprehensive,Basic,Commercial,Chevrolet,Sedan,2017,Red,Manual,Gasoline,447.01
3/9/20,ID00109,MC,BCDO,3/16/20,3/18/21,Comprehensive,Basic,Commercial,Chevrolet,Sedan,2017,Red,Manual,Gasoline,447.01
3/23/21,ID00109,MC,BCDO,3/30/21,4/2/22,Comprehensive,Basic,Commercial,Chevrolet,Sedan,2017,Red,Manual,Gasoline,447.01
1/4/17,ID00110,MC,BTARLA,1/11/17,1/11/18,CTPL,Basic,Commercial,Mazda,Hatchback,2017,Gray,Manual,Gasoline,486.92
1/23/18,ID00110,MC,BTARLA,1/30/18,1/30/19,CTPL,Basic,Commercial,Mazda,Hatchback,2017,Gray,Manual,Gasoline,486.92
2/11/19,ID00110,MC,BTARLA,2/18/19,2/18/20,CTPL,Basic,Commercial,Mazda,Hatchback,2017,Gray,Manual,Gasoline,486.92
3/1/20,ID00110,MC,BTARLA,3/8/20,3/8/21,CTPL,Basic,Commercial,Mazda,Hatchback,2017,Gray,Manual,Gasoline,486.92
3/20/21,ID00110,MC,BTARLA,3/27/21,3/27/22,CTPL,Basic,Commercial,Mazda,Hatchback,2017,Gray,Manual,Gasoline,486.92
4/1/12,ID00111,MC,BTARLA,4/8/12,4/8/13,CTPL,Premium,Commercial,Ford,SUV,2010,Gray,Automatic,Diesel,957.88
4/23/13,ID00111,MC,BTARLA,4/30/13,4/30/14,CTPL,Premium,Commercial,Ford,SUV,2010,Gray,Automatic,Diesel,957.88
5/15/14,ID00111,MC,BTARLA,5/22/14,5/22/15,CTPL,Premium,Commercial,Ford,SUV,2010,Gray,Automatic,Diesel,957.88
6/6/15,ID00111,MC,BTARLA,6/13/15,6/13/16,CTPL,Premium,Commercial,Ford,SUV,2010,Gray,Automatic,Diesel,957.88
9/13/18,ID00112,MC,IMECA,9/20/18,9/20/19,CTPL,Basic,Private,Isuzu,Pickup,2017,White,Automatic,Diesel,1211.25
10/1/19,ID00112,MC,IMECA,10/8/19,10/8/20,CTPL,Basic,Private,Isuzu,Pickup,2017,White,Automatic,Diesel,1211.25
10/18/20,ID00112,MC,IMECA,10/25/20,10/27/21,CTPL,Basic,Private,Isuzu,Pickup,2017,White,Automatic,Diesel,1211.25
2/8/20,ID00113,MC,IMECA,2/15/20,2/14/21,Comprehensive,Premium,Commercial,MG,Sedan,2020,Black,Automatic,Gasoline,447.01
2/23/21,ID00113,MC,IMECA,3/2/21,3/2/22,Comprehensive,Premium,Commercial,MG,Sedan,2020,Black,Automatic,Gasoline,447.01
3/5/19,ID00114,MC,IMECA,3/12/19,3/12/20,CTPL,Premium,Commercial,Audi,SUV,2017,Silver,Automatic,Diesel,957.88
3/26/20,ID00114,MC,IMECA,4/2/20,4/2/21,CTPL,Premium,Commercial,Audi,SUV,2017,Silver,Automatic,Diesel,957.88
4/16/21,ID00114,MC,IMECA,4/23/21,4/23/22,CTPL,Premium,Commercial,Audi,SUV,2017,Silver,Automatic,Diesel,957.88
5/21/12,ID00115,MC,BTARLA,5/28/12,5/28/13,CTPL,Basic,Private,Hyundai,MPV,2010,Red,Manual,Gasoline,199.55
6/12/13,ID00115,MC,BTARLA,6/19/13,6/19/14,CTPL,Basic,Private,Hyundai,MPV,2010,Red,Manual,Gasoline,199.55
7/4/14,ID00115,MC,BTARLA,7/11/14,7/11/15,CTPL,Basic,Private,Hyundai,MPV,2010,Red,Manual,Gasoline,199.55
7/26/15,ID00115,MC,BTARLA,8/2/15,8/2/16,CTPL,Basic,Private,Hyundai,MPV,2010,Red,Manual,Gasoline,199.55
7/10/12,ID00116,MC,BTARLA,7/17/12,7/17/13,Comprehensive,Premium,Private,Nissan,Van,2012,White,Manual,Diesel,848.75
8/1/13,ID00116,MC,BTARLA,8/8/13,8/8/14,Comprehensive,Premium,Private,Nissan,Van,2012,White,Manual,Diesel,848.75
8/23/14,ID00116,MC,BTARLA,8/30/14,8/30/15,Comprehensive,Premium,Private,Nissan,Van,2012,White,Manual,Diesel,848.75
9/14/15,ID00116,MC,BTARLA,9/21/15,9/21/16,Comprehensive,Premium,Private,Nissan,Van,2012,White,Manual,Diesel,848.75
10/5/16,ID00116,MC,BTARLA,10/12/16,10/12/17,Comprehensive,Premium,Private,Nissan,Van,2012,White,Manual,Diesel,848.75
3/24/15,ID00117,MC,IMECA,3/31/15,3/30/16,CTPL,Basic,Commercial,Mitsubishi,MPV,2015,Gray,Automatic,Gasoline,199.55
4/14/16,ID00117,MC,IMECA,4/21/16,4/21/17,CTPL,Basic,Commercial,Mitsubishi,MPV,2015,Gray,Automatic,Gasoline,199.55
5/6/17,ID00117,MC,IMECA,5/13/17,5/14/18,CTPL,Basic,Commercial,Mitsubishi,MPV,2015,Gray,Automatic,Gasoline,199.55
5/28/18,ID00117,MC,IMECA,6/4/18,6/4/19,CTPL,Basic,Commercial,Mitsubishi,MPV,2015,Gray,Automatic,Gasoline,199.55
6/19/19,ID00117,MC,IMECA,6/26/19,6/25/20,CTPL,Basic,Commercial,Mitsubishi,MPV,2015,Gray,Automatic,Gasoline,199.55
12/5/17,ID00118,MC,HOCOC,12/12/17,12/12/18,Comprehensive,Basic,Private,Kia,Hatchback,2016,Yellow,Automatic,Gasoline,486.92
12/27/18,ID00118,MC,HOCOC,1/3/19,1/4/20,Comprehensive,Basic,Private,Kia,Hatchback,2016,Yellow,Automatic,Gasoline,486.92
1/18/20,ID00118,MC,HOCOC,1/25/20,1/24/21,Comprehensive,Basic,Private,Kia,Hatchback,2016,Yellow,Automatic,Gasoline,486.92
2/8/21,ID00118,MC,HOCOC,2/15/21,2/15/22,Comprehensive,Basic,Private,Kia,Hatchback,2016,Yellow,Automatic,Gasoline,486.92
7/28/19,ID00119,MC,IMECA,8/4/19,8/3/20,CTPL,Premium,Commercial,Mitsubishi,MPV,2017,Black,Manual,Diesel,199.55
8/18/20,ID00119,MC,IMECA,8/25/20,8/26/21,CTPL,Premium,Commercial,Mitsubishi,MPV,2017,Black,Manual,Diesel,199.55
9/9/21,ID00119,MC,IMECA,9/16/21,9/16/22,CTPL,Premium,Commercial,Mitsubishi,MPV,2017,Black,Manual,Diesel,199.55
7/29/17,ID00120,MC,HOCOC,8/5/17,8/5/18,Comprehensive,Premium,Private,Suzuki,MPV,2017,Yellow,Manual,Diesel,199.55
8/20/18,ID00120,MC,HOCOC,8/27/18,8/27/19,Comprehensive,Premium,Private,Suzuki,MPV,2017,Yellow,Manual,Diesel,199.55
9/11/19,ID00120,MC,HOCOC,9/18/19,9/18/20,Comprehensive,Premium,Private,Suzuki,MPV,2017,Yellow,Manual,Diesel,199.55
2/14/18,ID00121,MC,IMECA,2/21/18,2/21/19,CTPL,Premium,Commercial,Audi,Sedan,2018,Black,Automatic,Gasoline,447.01
3/8/19,ID00121,MC,IMECA,3/15/19,3/15/20,CTPL,Premium,Commercial,Audi,Sedan,2018,Black,Automatic,Gasoline,447.01
3/29/20,ID00121,MC,IMECA,4/5/20,4/5/21,CTPL,Premium,Commercial,Audi,Sedan,2018,Black,Automatic,Gasoline,447.01
4/20/21,ID00121,MC,IMECA,4/27/21,4/27/22,CTPL,Premium,Commercial,Audi,Sedan,2018,Black,Automatic,Gasoline,447.01
6/12/18,ID00122,MC,IMECA,6/19/18,6/19/19,Comprehensive,Basic,Private,Mitsubishi,MPV,2016,Gray,Manual,Diesel,199.55
7/4/19,ID00122,MC,IMECA,7/11/19,7/11/20,Comprehensive,Basic,Private,Mitsubishi,MPV,2016,Gray,Manual,Diesel,199.55
7/25/20,ID00122,MC,IMECA,8/1/20,8/1/21,Comprehensive,Basic,Private,Mitsubishi,MPV,2016,Gray,Manual,Diesel,199.55
8/16/21,ID00122,MC,IMECA,8/23/21,8/23/22,Comprehensive,Basic,Private,Mitsubishi,MPV,2016,Gray,Manual,Diesel,199.55
2/22/19,ID00123,MC,HOCOC,3/1/19,3/1/20,CTPL,Premium,Commercial,Ford,SUV,2018,Blue,Automatic,Diesel,957.88
3/15/20,ID00123,MC,HOCOC,3/22/20,3/22/21,CTPL,Premium,Commercial,Ford,SUV,2018,Blue,Automatic,Diesel,957.88
4/10/20,ID00123,MC,HOCOC,4/17/20,4/17/21,CTPL,Basic,Commercial,Ford,SUV,2018,Blue,Automatic,Diesel,957.88
4/6/21,ID00123,MC,HOCOC,4/13/21,4/13/22,CTPL,Premium,Commercial,Ford,SUV,2018,Blue,Automatic,Diesel,957.88
5/2/21,ID00123,MC,HOCOC,5/9/21,5/9/22,CTPL,Basic,Commercial,Ford,SUV,2018,Blue,Automatic,Diesel,957.88
8/16/17,ID00124,MC,HOCOC,8/23/17,8/23/18,Comprehensive,Premium,Commercial,Mazda,Hatchback,2017,Silver,Automatic,Gasoline,486.92
9/7/18,ID00124,MC,HOCOC,9/14/18,9/14/19,Comprehensive,Premium,Commercial,Mazda,Hatchback,2017,Silver,Automatic,Gasoline,486.92
9/29/19,ID00124,MC,HOCOC,10/6/19,10/6/20,Comprehensive,Premium,Commercial,Mazda,Hatchback,2017,Silver,Automatic,Gasoline,486.92
10/20/20,ID00124,MC,HOCOC,10/27/20,10/27/21,Comprehensive,Premium,Commercial,Mazda,Hatchback,2017,Silver,Automatic,Gasoline,486.92
1/11/19,ID00125,MC,HOCOC,1/18/19,1/18/20,Comprehensive,Basic,Private,Chevrolet,Sedan,2018,Red,Manual,Gasoline,447.01
2/2/20,ID00125,MC,HOCOC,2/9/20,2/8/21,Comprehensive,Basic,Private,Chevrolet,Sedan,2018,Red,Manual,Gasoline,447.01
2/23/21,ID00125,MC,HOCOC,3/2/21,3/2/22,Comprehensive,Basic,Private,Chevrolet,Sedan,2018,Red,Manual,Gasoline,447.01
4/20/19,ID00126,MC,IMECA,4/27/19,4/27/20,CTPL,Basic,Commercial,MG,Sedan,2019,White,Automatic,Gasoline,447.01
5/11/20,ID00126,MC,IMECA,5/18/20,5/18/21,CTPL,Basic,Commercial,MG,Sedan,2019,White,Automatic,Gasoline,447.01
6/2/21,ID00126,MC,IMECA,6/9/21,6/9/22,CTPL,Basic,Commercial,MG,Sedan,2019,White,Automatic,Gasoline,447.01
12/3/14,ID00127,MC,HOCOC,12/10/14,12/10/15,CTPL,Premium,Private,Nissan,Van,2014,Silver,Manual,Diesel,848.75
12/25/15,ID00127,MC,HOCOC,1/1/16,12/31/16,CTPL,Premium,Private,Nissan,Van,2014,Silver,Manual,Diesel,848.75
1/15/17,ID00127,MC,HOCOC,1/22/17,1/22/18,CTPL,Premium,Private,Nissan,Van,2014,Silver,Manual,Diesel,848.75
2/6/18,ID00127,MC,HOCOC,2/13/18,2/13/19,CTPL,Premium,Private,Nissan,Van,2014,Silver,Manual,Diesel,848.75
8/24/12,ID00128,MC,IMECA,8/31/12,8/31/13,Comprehensive,Premium,Commercial,Ford,Hatchback,2011,Black,Automatic,Gasoline,486.92
9/15/13,ID00128,MC,IMECA,9/22/13,9/22/14,Comprehensive,Premium,Commercial,Ford,Hatchback,2011,Black,Automatic,Gasoline,486.92
10/7/14,ID00128,MC,IMECA,10/14/14,10/14/15,Comprehensive,Premium,Commercial,Ford,Hatchback,2011,Black,Automatic,Gasoline,486.92
10/29/15,ID00128,MC,IMECA,11/5/15,11/5/16,Comprehensive,Premium,Commercial,Ford,Hatchback,2011,Black,Automatic,Gasoline,486.92
11/19/16,ID00128,MC,IMECA,11/26/16,11/26/17,Comprehensive,Premium,Commercial,Ford,Hatchback,2011,Black,Automatic,Gasoline,486.92
2/18/18,ID00129,MC,IMECA,2/25/18,2/25/19,CTPL,Basic,Commercial,MG,Sedan,2018,Gray,Manual,Gasoline,447.01
3/12/19,ID00129,MC,IMECA,3/19/19,3/19/20,CTPL,Basic,Commercial,MG,Sedan,2018,Gray,Manual,Gasoline,447.01
4/2/20,ID00129,MC,IMECA,4/9/20,4/9/21,CTPL,Basic,Commercial,MG,Sedan,2018,Gray,Manual,Gasoline,447.01
10/28/12,ID00130,MC,IMECA,11/5/12,11/5/13,CTPL,Premium,Commercial,Suzuki,MPV,2012,Silver,Automatic,Diesel,199.55
12/3/13,ID00130,MC,IMECA,12/10/13,1/10/15,CTPL,Premium,Commercial,Suzuki,MPV,2012,Silver,Automatic,Diesel,199.55
6/15/12,ID00131,MC,IMECA,6/23/12,6/23/13,CTPL,Premium,Commercial,Ford,Pickup,2012,Silver,Automatic,Diesel,1211.25
7/21/13,ID00131,MC,IMECA,7/28/13,8/28/14,CTPL,Premium,Commercial,Ford,Pickup,2012,Silver,Automatic,Diesel,1211.25
8/28/14,ID00131,MC,IMECA,9/4/14,10/4/15,CTPL,Premium,Commercial,Ford,Pickup,2012,Silver,Automatic,Diesel,1211.25
7/19/13,ID00132,MC,IMECA,7/26/13,7/26/14,Comprehensive,Premium,Commercial,Kia,Hatchback,2013,White,Manual,Gasoline,486.92
8/10/14,ID00132,MC,IMECA,8/17/14,8/17/15,Comprehensive,Premium,Commercial,Kia,Hatchback,2013,White,Manual,Gasoline,486.92
9/1/15,ID00132,MC,IMECA,9/8/15,9/8/16,Comprehensive,Premium,Commercial,Kia,Hatchback,2013,White,Manual,Gasoline,486.92
9/22/16,ID00132,MC,IMECA,9/29/16,9/29/17,Comprehensive,Premium,Commercial,Kia,Hatchback,2013,White,Manual,Gasoline,486.92
5/13/13,ID00133,MC,HOCOC,5/20/13,5/20/14,CTPL,Basic,Private,Isuzu,Pickup,2011,Black,Automatic,Diesel,1211.25
6/4/14,ID00133,MC,HOCOC,6/11/14,6/11/15,CTPL,Basic,Private,Isuzu,Pickup,2011,Black,Automatic,Diesel,1211.25
6/26/15,ID00133,MC,HOCOC,7/3/15,7/3/16,CTPL,Basic,Private,Isuzu,Pickup,2011,Black,Automatic,Diesel,1211.25
7/17/16,ID00133,MC,HOCOC,7/24/16,7/24/17,CTPL,Basic,Private,Isuzu,Pickup,2011,Black,Automatic,Diesel,1211.25
4/19/17,ID00134,MC,IMECA,4/26/17,4/26/18,CTPL,Premium,Commercial,Toyota,SUV,2017,Silver,Automatic,Diesel,957.88
5/11/18,ID00134,MC,IMECA,5/18/18,5/18/19,CTPL,Premium,Commercial,Toyota,SUV,2017,Silver,Automatic,Diesel,957.88
6/2/19,ID00134,MC,IMECA,6/9/19,6/9/20,CTPL,Premium,Commercial,Toyota,SUV,2017,Silver,Automatic,Diesel,957.88
6/17/19,ID00135,MC,IMECA,6/24/19,6/23/20,CTPL,Premium,Commercial,MG,Sedan,2019,Red,Manual,Gasoline,447.01
7/8/20,ID00135,MC,IMECA,7/15/20,7/15/21,CTPL,Premium,Commercial,MG,Sedan,2019,Red,Manual,Gasoline,447.01
7/30/21,ID00135,MC,IMECA,8/6/21,8/7/22,CTPL,Premium,Commercial,MG,Sedan,2019,Red,Manual,Gasoline,447.01
1/14/13,ID00136,MC,IMECA,1/21/13,1/21/14,Comprehensive,Premium,Commercial,Toyota,Sedan,2012,Black,Automatic,Gasoline,447.01
2/5/14,ID00136,MC,IMECA,2/12/14,2/12/15,Comprehensive,Premium,Commercial,Toyota,Sedan,2012,Black,Automatic,Gasoline,447.01
2/27/15,ID00136,MC,IMECA,3/6/15,3/6/16,Comprehensive,Premium,Commercial,Toyota,Sedan,2012,Black,Automatic,Gasoline,447.01
3/17/19,ID00137,MC,HOCOC,3/24/19,3/24/20,Comprehensive,Basic,Private,Kia,MPV,2017,Blue,Automatic,Gasoline,199.55
4/7/20,ID00137,MC,HOCOC,4/14/20,4/14/21,Comprehensive,Basic,Private,Kia,MPV,2017,Blue,Automatic,Gasoline,199.55
4/29/21,ID00137,MC,HOCOC,5/6/21,5/6/22,Comprehensive,Basic,Private,Kia,MPV,2017,Blue,Automatic,Gasoline,199.55
1/20/20,ID00138,MC,IMECA,1/27/20,1/26/21,CTPL,Premium,Commercial,Audi,Sedan,2020,Silver,Automatic,Gasoline,447.01
2/10/21,ID00138,MC,IMECA,2/17/21,2/17/22,CTPL,Premium,Commercial,Audi,Sedan,2020,Silver,Automatic,Gasoline,447.01
3/27/20,ID00139,MC,BCDO,4/3/20,4/3/21,CTPL,Basic,Private,Isuzu,Pickup,2019,Black,Manual,Diesel,1211.25
4/18/21,ID00139,MC,BCDO,4/25/21,4/25/22,CTPL,Basic,Private,Isuzu,Pickup,2019,Black,Manual,Diesel,1211.25
6/25/17,ID00140,MC,IMECA,7/2/17,7/2/18,CTPL,Premium,Commercial,Mitsubishi,MPV,2017,Silver,Automatic,Gasoline,199.55
7/9/18,ID00140,MC,IMECA,7/16/18,7/16/19,CTPL,Premium,Commercial,Mitsubishi,MPV,2017,Silver,Automatic,Gasoline,199.55
7/23/19,ID00140,MC,IMECA,7/30/19,7/30/20,CTPL,Premium,Commercial,Mitsubishi,MPV,2017,Silver,Automatic,Gasoline,199.55
8/5/20,ID00140,MC,IMECA,8/12/20,8/12/21,CTPL,Premium,Commercial,Mitsubishi,MPV,2017,Silver,Automatic,Gasoline,199.55
8/19/21,ID00140,MC,IMECA,8/26/21,8/26/22,CTPL,Premium,Commercial,Mitsubishi,MPV,2017,Silver,Automatic,Gasoline,199.55
5/19/20,ID00141,MC,BCDO,5/26/20,5/26/21,Comprehensive,Premium,Private,Nissan,Van,2017,White,Manual,Diesel,848.75
6/2/21,ID00141,MC,BCDO,6/9/21,6/9/22,Comprehensive,Premium,Private,Nissan,Van,2017,White,Manual,Diesel,848.75
3/8/18,ID00142,MC,IMECA,3/15/18,3/15/19,CTPL,Basic,Commercial,Audi,MPV,2018,Black,Automatic,Gasoline,199.55
3/22/19,ID00142,MC,IMECA,3/29/19,3/29/20,CTPL,Basic,Commercial,Audi,MPV,2018,Black,Automatic,Gasoline,199.55
4/4/20,ID00142,MC,IMECA,4/11/20,4/11/21,CTPL,Basic,Commercial,Audi,MPV,2018,Black,Automatic,Gasoline,199.55
9/19/20,ID00142,MC,IMECA,9/26/20,9/26/21,Comprehensive,Premium,Private,Nissan,Van,2017,White,Manual,Diesel,848.75
4/18/21,ID00142,MC,IMECA,4/25/21,4/25/22,CTPL,Basic,Commercial,Audi,MPV,2018,Black,Automatic,Gasoline,199.55
10/3/21,ID00142,MC,IMECA,10/10/21,10/10/22,Comprehensive,Premium,Private,Nissan,Van,2017,White,Manual,Diesel,848.75
1/22/20,ID00143,MC,IMECA,1/29/20,1/28/21,Comprehensive,Basic,Commercial,Chevrolet,Sedan,2020,Blue,Manual,Gasoline,447.01
2/4/21,ID00143,MC,IMECA,2/11/21,2/11/22,Comprehensive,Basic,Commercial,Chevrolet,Sedan,2020,Blue,Manual,Gasoline,447.01
10/21/16,ID00144,MC,IMECA,10/28/16,10/28/17,CTPL,Basic,Commercial,Suzuki,Hatchback,2014,Yellow,Automatic,Gasoline,486.92
11/4/17,ID00144,MC,IMECA,11/11/17,11/11/18,CTPL,Basic,Commercial,Suzuki,Hatchback,2014,Yellow,Automatic,Gasoline,486.92
11/18/18,ID00144,MC,IMECA,11/25/18,11/25/19,CTPL,Basic,Commercial,Suzuki,Hatchback,2014,Yellow,Automatic,Gasoline,486.92
12/2/19,ID00144,MC,IMECA,12/9/19,12/9/20,CTPL,Basic,Commercial,Suzuki,Hatchback,2014,Yellow,Automatic,Gasoline,486.92
12/15/20,ID00144,MC,IMECA,12/22/20,12/22/21,CTPL,Basic,Commercial,Suzuki,Hatchback,2014,Yellow,Automatic,Gasoline,486.92
7/28/17,ID00145,MC,IMECA,8/4/17,8/4/18,Comprehensive,Premium,Commercial,MG,Sedan,2017,Red,Automatic,Gasoline,447.01
8/11/18,ID00145,MC,IMECA,8/18/18,8/18/19,Comprehensive,Premium,Commercial,MG,Sedan,2017,Red,Automatic,Gasoline,447.01
8/25/19,ID00145,MC,IMECA,9/1/19,9/1/20,Comprehensive,Premium,Commercial,MG,Sedan,2017,Red,Automatic,Gasoline,447.01
9/7/20,ID00146,MC,IMECA,9/14/20,9/14/21,CTPL,Basic,Commercial,Nissan,Sedan,2016,Black,Manual,Gasoline,447.01
9/21/21,ID00146,MC,IMECA,9/28/21,9/28/22,CTPL,Basic,Commercial,Nissan,Sedan,2016,Black,Manual,Gasoline,447.01
12/31/12,ID00147,MC,IMECA,1/7/13,1/7/14,CTPL,Premium,Commercial,Mazda,Hatchback,2010,White,Automatic,Gasoline,486.92
1/14/14,ID00147,MC,IMECA,1/21/14,1/21/15,CTPL,Premium,Commercial,Mazda,Hatchback,2010,White,Automatic,Gasoline,486.92
1/28/15,ID00147,MC,IMECA,2/4/15,2/5/16,CTPL,Premium,Commercial,Mazda,Hatchback,2010,White,Automatic,Gasoline,486.92
6/6/17,ID00148,MC,IMECA,6/13/17,6/13/18,Comprehensive,Premium,Private,Toyota,Van,2014,Silver,Manual,Diesel,848.75
6/20/18,ID00148,MC,IMECA,6/27/18,6/27/19,Comprehensive,Premium,Private,Toyota,Van,2014,Silver,Manual,Diesel,848.75
7/4/19,ID00148,MC,IMECA,7/11/19,7/11/20,Comprehensive,Premium,Private,Toyota,Van,2014,Silver,Manual,Diesel,848.75
7/17/20,ID00148,MC,IMECA,7/24/20,7/24/21,Comprehensive,Premium,Private,Toyota,Van,2014,Silver,Manual,Diesel,848.75
7/31/21,ID00148,MC,IMECA,8/7/21,8/7/22,Comprehensive,Premium,Private,Toyota,Van,2014,Silver,Manual,Diesel,848.75
12/26/18,ID00149,MC,IMECA,1/2/19,1/2/20,CTPL,Basic,Commercial,Audi,Sedan,2017,Silver,Automatic,Gasoline,447.01
1/9/20,ID00149,MC,IMECA,1/16/20,1/16/21,CTPL,Basic,Commercial,Audi,Sedan,2017,Silver,Automatic,Gasoline,447.01
1/22/21,ID00149,MC,IMECA,1/29/21,1/29/22,CTPL,Basic,Commercial,Audi,Sedan,2017,Silver,Automatic,Gasoline,447.01
3/6/16,ID00150,MC,IMECA,3/13/16,3/13/17,Comprehensive,Basic,Commercial,Chevrolet,Sedan,2015,Blue,Manual,Gasoline,447.01
3/20/17,ID00150,MC,IMECA,3/27/17,3/27/18,Comprehensive,Basic,Commercial,Chevrolet,Sedan,2015,Blue,Manual,Gasoline,447.01
4/3/18,ID00150,MC,IMECA,4/10/18,4/10/19,Comprehensive,Basic,Commercial,Chevrolet,Sedan,2015,Blue,Manual,Gasoline,447.01
8/14/19,ID00150,MC,IMECA,8/21/19,8/20/20,CTPL,Premium,Commercial,MG,Sedan,2019,White,Automatic,Gasoline,447.01
8/27/20,ID00150,MC,IMECA,9/3/20,9/4/21,CTPL,Premium,Commercial,MG,Sedan,2019,White,Automatic,Gasoline,447.01
9/10/21,ID00150,MC,IMECA,9/17/21,9/17/22,CTPL,Premium,Commercial,MG,Sedan,2019,White,Automatic,Gasoline,447.01
3/1/20,ID00151,MC,IMECA,3/8/20,3/8/21,CTPL,Basic,Private,Mitsubishi,SUV,2018,White,Automatic,Diesel,957.88
3/15/21,ID00151,MC,IMECA,3/22/21,3/22/22,CTPL,Basic,Private,Mitsubishi,SUV,2018,White,Automatic,Diesel,957.88
4/24/20,ID00152,MC,IMECA,5/1/20,5/1/21,CTPL,Premium,Commercial,Kia,MPV,2017,Blue,Automatic,Diesel,199.55
5/8/21,ID00152,MC,IMECA,5/15/21,5/15/22,CTPL,Premium,Commercial,Kia,MPV,2017,Blue,Automatic,Diesel,199.55
12/16/13,ID00153,MC,BTARLA,12/23/13,12/23/14,CTPL,Basic,Private,Nissan,Pickup,2012,White,Manual,Gasoline,1211.25
12/30/14,ID00153,MC,BTARLA,1/6/15,1/6/16,CTPL,Basic,Private,Nissan,Pickup,2012,White,Manual,Gasoline,1211.25
1/13/16,ID00153,MC,BTARLA,1/20/16,1/19/17,CTPL,Basic,Private,Nissan,Pickup,2012,White,Manual,Gasoline,1211.25
3/20/12,ID00154,MC,BTARLA,3/27/12,4/27/13,CTPL,Premium,Private,Toyota,MPV,2012,Black,Automatic,Gasoline,199.55
6/18/13,ID00154,MC,BTARLA,6/25/13,6/25/14,CTPL,Premium,Private,Toyota,MPV,2012,Black,Automatic,Gasoline,199.55
9/16/14,ID00154,MC,BTARLA,9/23/14,9/23/15,CTPL,Premium,Private,Toyota,MPV,2012,Black,Automatic,Gasoline,199.55
12/15/15,ID00154,MC,BTARLA,12/22/15,12/22/16,CTPL,Premium,Private,Toyota,MPV,2012,Black,Automatic,Gasoline,199.55
